"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","LeadSource","Name","NextStep","Pricebook2Id","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
49fc8b37-27cb-4b9b-85d1-195c61453cf6,f845921e-9108-48c3-83d0-eeaaf17c2473,72395.0,2021-08-23,"#N/A","#N/A",Omitted,"#N/A",Shuffletag - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4a0e99a1-c897-47b5-8a85-9b4a89a58e21,4dbce182-7958-44bd-ad9e-96ae7319069e,18350.0,2022-03-22,"#N/A","#N/A",Pipeline,"#N/A",Thoughtmix - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4a2d1de1-f4f5-4c3d-8b23-6d01b87bb4d1,5515d2e5-8006-4f39-bdf2-a97ca4061241,72395.0,2022-01-28,"#N/A","#N/A",Omitted,"#N/A",Rhycero - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4a46d0d5-5b63-471b-890d-36a3d375f56a,a4dad5fa-8b64-45bb-92d3-dd4c79c0227a,72395.0,2022-01-13,"#N/A","#N/A",Omitted,"#N/A",Myworks - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4a596bf3-f460-4085-984a-6da12fcf3e9f,139c657e-ff52-4e73-96fd-3a7591be0e5c,72395.0,2021-08-23,"#N/A","#N/A",Omitted,"#N/A",Babbleopia - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4a8a0dca-d793-41e3-90a6-b12e7d3ae91c,b58d996e-8cb5-4e8e-acae-90fa323fb123,75000.0,2022-03-12,"#N/A","#N/A",Pipeline,"#N/A",Kayveo - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
4b1c103b-d460-49d8-b9dc-ba0f5888afe8,da3cded1-8727-4282-82f3-b3e904f75e9b,72395.0,2022-08-28,"#N/A","#N/A",Pipeline,"#N/A",Tazz -SOW 3,"#N/A","#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
4b96dac9-d90f-433b-b16c-48b847db469e,04925b89-d94c-4d0c-8d61-0fc5b7c08f7e,40000.0,2020-02-01,"#N/A",The deal is at 60% because they are still at the sales process stage of getting buy-in from the key decision makers.,Pipeline,Partner,Global Media - 400 Widgets,"#N/A","#N/A",60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,New Business,"#N/A","#N/A",false,"#N/A"
4ba99d9e-3489-468a-8313-f216d5113378,adb70696-5eb6-4a3b-ae32-1faebde2b1bf,72395.0,2021-08-23,"#N/A","#N/A",Omitted,"#N/A",Eadel - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4bb31994-2a4d-42a3-a15e-9565d6e80b8d,45429c8b-a9e3-4fb1-9ac4-7a7757fa5f84,34995.0,2022-05-08,"#N/A","#N/A",Pipeline,"#N/A",Rhynyx - Additional Sale,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
4bbf8562-8a4d-4a89-b1af-0faecdd7c1e3,59ea6780-41ac-44ab-96b0-a6bb3578d9d2,34995.0,2022-08-12,"#N/A","#N/A",Pipeline,"#N/A",Eadel - Additional Sale,"#N/A","#N/A",90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
4bc6c032-9c2d-4561-90c9-c7f2df10ba9b,ba99c431-187e-4443-99ce-fc9d7488068d,34995.0,2022-03-30,"#N/A","#N/A",Pipeline,"#N/A",Oozz - Additional Sale,"#N/A","#N/A",60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
4bd380ce-95bb-4aaf-b3c6-e78b9c15c0f9,1cb56e53-6956-4539-8953-9fb1bf960f25,72395.0,2020-09-08,"#N/A","#N/A",Closed,"#N/A",Yakidoo - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4c6fd3cb-4c8d-40d5-a8eb-f4fe4163d1cd,507e585d-45b7-49a2-b6fe-44adfde44ce1,72395.0,2022-01-28,"#N/A","#N/A",Omitted,"#N/A",Topicware - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4c78e6e4-d404-4635-8bd4-66fe15afab4f,b60621fe-c631-455d-84b8-51b1a1ddd665,50000.0,2019-06-26,"#N/A",Initial deal for 500 widgets. We expect follow-on business with a potential upside of 4000 additional widgets over the next 12 months.,Closed,Advertisement,salesforce.com - 500 Widgets,Closed!,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,Existing Business,"#N/A","#N/A",false,"#N/A"
4c7ebc61-2da7-41b8-9a0b-0f546af396f0,696c560c-bc44-4570-a5f1-0949e3848904,18350.0,2022-07-13,"#N/A","#N/A",Pipeline,"#N/A",Voolith - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4d05c499-e009-4327-81a7-df42de36dd39,e4975ba1-d2ad-416a-94ac-d209676e6865,32395.00000002,2022-01-06,"#N/A","#N/A",Closed,"#N/A",Dynabox - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4d90ab5a-92df-4e36-be0b-9d10a219e24e,c8e50085-815c-4e7f-9aa1-0ac42dac4cf4,18050.0,2022-03-22,"#N/A","#N/A",Pipeline,"#N/A",Oloo - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4d95ad98-64e3-4de1-bff8-81e804240119,69a65eb6-bd69-4feb-a0a3-b94786b5bb92,18350.0,2022-03-22,"#N/A","#N/A",Pipeline,"#N/A",Fiveclub - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4db9ee23-bf3b-4030-884b-548864496460,37015a63-08d7-439c-b006-03195b8f99ad,75000.0,2022-10-17,"#N/A","#N/A",Pipeline,"#N/A",Yozio - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
4df3772b-c5e3-46f6-b0b9-4a3750be0365,f89b2293-3e63-44aa-8a5a-363742a01b02,32395.00000002,2022-08-11,"#N/A","#N/A",Closed,"#N/A",Kazu - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4e1393cd-acde-4c84-9fc1-3056496efc8a,6aa66480-b9fe-456a-bb3f-608264d0b7ad,72395.0,2021-08-23,"#N/A","#N/A",Omitted,"#N/A",Talane - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4ebc5dd5-e883-40d7-89ae-d337dfaaba74,c5dda336-cf06-4c40-a369-649d31d1f638,34995.0,2021-12-31,"#N/A","#N/A",Pipeline,"#N/A",Zazio - Additional Sale,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
4ed27435-c17f-46c1-8db1-d3171cc34265,6f4bed90-67f6-41c8-9941-168342baa0a6,32395.00000002,2022-08-11,"#N/A","#N/A",Closed,"#N/A",Quire - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4f4c3067-f27a-4de6-9adc-332cb7804742,5baee89a-1446-4ce2-ba11-0be22f232165,29995.0,2021-07-06,"#N/A","#N/A",Closed,"#N/A",Quinu - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4fb02c20-5f00-4bd7-b2b5-6b8087f04775,da3cded1-8727-4282-82f3-b3e904f75e9b,72395.0,2022-08-13,"#N/A","#N/A",Pipeline,"#N/A",Tazz - SOW 2,"#N/A","#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
507d8fd2-6f57-4c79-89f7-60378b65017e,d5ae20cc-5097-4409-8114-19f096ae85bb,34995.0,2021-11-13,"#N/A","#N/A",Pipeline,"#N/A",Dynava - Additional Sale,"#N/A","#N/A",70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
50870829-c94b-41a0-957a-743e34c27fc3,6664cd6c-6f06-4fc5-95d1-74642a085273,32395.00000002,2022-08-11,"#N/A","#N/A",Closed,"#N/A",Feedbug - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
509b326a-9dc5-4e32-84a0-f3b221929658,e146965f-3011-416a-8c9e-5cbd37215914,75000.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Realcube - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
50e9352c-469b-4eee-a826-143cbce87515,4d3d04f0-3e6a-4758-8e1a-748362fb303f,11550.0,2022-03-22,"#N/A","#N/A",Pipeline,"#N/A",Oyoba - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
50ebd0a2-cd1e-406b-a50f-010497861310,e4d72032-b714-4b93-b4da-12e7c08dc8ec,29995.0,2021-12-14,"#N/A","#N/A",Closed,"#N/A",Browseblabc-Morales Corp. - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
50f50031-5790-4549-b230-fde578a7563c,7ee6bcf4-4018-4761-93a0-8342292bcd8e,72395.0,2021-03-30,"#N/A","#N/A",Pipeline,"#N/A",Edgepulse - Additional Sale,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
51007410-d5b0-48b8-9b88-16b50866292e,14fe44e3-d382-44ba-8310-92627eb09b99,18350.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Skimia - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
51262944-19f6-4383-bf8f-d665931b6984,c3b3a3b7-20f7-4ff4-b930-c52a8b2c6857,75000.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Gabcube - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
51705311-8f12-48dd-bf5f-f89b2fb7ab36,7ee6bcf4-4018-4761-93a0-8342292bcd8e,72395.0,2021-02-13,"#N/A","#N/A",Closed,"#N/A",Edgepulse - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
51c3f090-0c2c-4458-9a07-e0412b0e1c75,f845921e-9108-48c3-83d0-eeaaf17c2473,18050.0,2022-03-22,"#N/A","#N/A",Pipeline,"#N/A",Shuffletag - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
51e2ba5d-b3da-43e1-a36c-a86fbc307284,6604099f-049c-4ee9-9ee5-ef7918fa9c81,72395.0,2021-08-23,"#N/A","#N/A",Omitted,"#N/A",Topicblabh-Sto Associates - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
5219b9a1-b12f-43f4-b9b6-0f25f1d7cf9a,ac222280-cd30-462d-8844-82ef9e011fa1,18350.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Shufflester - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
521c0f30-5d53-4099-83f4-14b1e710d229,9edc92b7-2994-4d31-adfb-d6f767da0401,32395.00000002,2022-03-06,"#N/A","#N/A",Closed,"#N/A",Eidelr-Ashpool - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
5231bd63-f65b-4347-b13c-cbb701693a34,d95e10c3-f0d7-4e70-bc04-21480465d1f0,32395.00000002,2022-03-06,"#N/A","#N/A",Closed,"#N/A",Chatterpoint - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
5259ed93-0efe-4337-8018-a716b36c6132,b2976cc3-340e-4771-8637-a54bd0e9275a,32395.00000002,2022-03-06,"#N/A","#N/A",Closed,"#N/A",Browsecat - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
526bf9ef-9f18-4dd9-ae3e-e2169b3da1b1,3673f34f-01a5-4012-8a98-151e128be21f,72395.0,2021-08-23,"#N/A","#N/A",Omitted,"#N/A",Skaboo - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
52f640e4-544e-4aa2-a0d9-996545c55248,d8c00490-103a-4307-8608-59798780ca73,72395.0,2021-08-23,"#N/A","#N/A",Omitted,"#N/A",Skyba - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
52fb3bcd-80ec-4bae-92dc-2f62e6d4385b,606df1f5-3860-4992-8e16-c6bac306ceb7,72395.0,2022-08-19,"#N/A","#N/A",Pipeline,"#N/A",Aibox - Initial Sale,"#N/A","#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
531c0190-5b84-43df-a834-345b58741764,bdb40407-f2f5-4d2f-a6bf-9291c8a6c941,29995.0,2022-03-31,"#N/A","#N/A",Closed,"#N/A",Avaveo - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
5336e273-9586-49c9-9a48-2ba2c392a82d,a4dad5fa-8b64-45bb-92d3-dd4c79c0227a,100082.0,2022-10-02,"#N/A","#N/A",Pipeline,"#N/A",Myworks - Upsell,"#N/A","#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
533768c2-b997-43aa-b5ba-c59cdd76620c,5a00ff55-575f-4568-a713-81512779950c,32395.00000002,2022-06-13,"#N/A","#N/A",Closed,"#N/A",Thoughtmix - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
5349aa3b-33f8-40d8-b439-704e391f377e,6ea46e2a-ea81-47e8-952e-9536de6d6b20,32395.00000002,2022-03-06,"#N/A","#N/A",Closed,"#N/A",Roomm - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
539bfbef-a1df-4cd5-a9fe-a319a91f7d79,d72e3ab1-c21d-48f1-b58b-f337b5a60dbf,32395.00000002,2022-01-06,"#N/A","#N/A",Closed,"#N/A",Realbridge - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
53b482e2-b0d3-40d8-8592-c03e841ee40c,98139337-869d-494e-ac24-721239d4dab1,32395.00000002,2022-06-13,"#N/A","#N/A",Closed,"#N/A",Livefish - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
53c8843f-adfd-47b5-ad4e-9de7a3981ad2,6d1c4763-8e36-4c57-8e3f-8350dcc75ee7,100082.0,2022-10-17,"#N/A","#N/A",Pipeline,"#N/A",Yakitrit-Germain Hospital - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
53d7da6a-7864-4ca2-8516-9c180c18462b,fc413919-2e4f-4584-ab14-98b01c5509f8,75000.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Browsedrive - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
53d9dd86-fde1-4374-8cd1-fe4adc334806,d5648f74-1705-4e0a-b483-d5fa2a1de019,18050.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Vitz - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
53e4e64f-1b02-4426-bf9d-6879d1b6b68c,21d1bb14-c1c7-44dd-bdd6-f72f9d0e44f5,32395.00000002,2022-03-06,"#N/A","#N/A",Closed,"#N/A",Podcat - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
5450342d-ef74-431c-9587-7141d3d0d78d,fa64bb3d-88df-4bf0-aee7-500fc33b36eb,11550.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Agimba - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
5455da06-fee8-4902-8b02-53e519ea0695,ee68852e-2472-4f04-844f-e6c8705eedde,34995.0,2022-01-16,"#N/A","#N/A",Pipeline,"#N/A",Tazzy - Additional Sale,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
550a453f-b1f6-464d-9e9b-c1bfec255281,85035af6-bd76-4067-92fe-8ded6143b30a,72395.0,2022-01-28,"#N/A","#N/A",Omitted,"#N/A",Chatterpoint - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
550e202f-3984-4401-a298-b622adef606f,ee4f5ce2-d200-4615-b42f-c0d077c30906,32395.00000002,2022-01-06,"#N/A","#N/A",Closed,"#N/A",Aivee - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
552ea566-231a-4780-abb9-cbfd151f27af,76f19c59-33ef-45fc-a175-d074b99fbb21,72395.0,2021-08-23,"#N/A","#N/A",Omitted,"#N/A",Dynazzy - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
5536e991-bb42-4222-9743-44782fa876bb,fc413919-2e4f-4584-ab14-98b01c5509f8,11550.0,2022-03-22,"#N/A","#N/A",Pipeline,"#N/A",Browsedrive - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
55722b21-11ef-44c1-97fc-7e0e0722a81c,9edc92b7-2994-4d31-adfb-d6f767da0401,75000.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Eidelr-Ashpool - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
55907cc5-5229-4a58-bc00-49436a14f15a,54f9cefe-8b86-4a4a-b067-06ee94324e9a,72395.0,2022-01-28,"#N/A","#N/A",Omitted,"#N/A",Topicblabh-Sto Associates - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
55a95847-3db8-4663-85c2-da09ac6a1be7,2ac3b26e-faff-4960-a5c5-76088f2c287c,29995.0,2022-03-31,"#N/A","#N/A",Closed,"#N/A",Gabtype - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
55bd41e3-deb5-4bc4-bea9-f39fc635e332,dbb34031-9670-4f59-96d0-ce526cc90f17,100082.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Fliptune - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
5653b427-9d59-45ab-9bcb-ca9dc2edfc31,8e400278-9695-4d03-b1ce-d321a537e98b,72395.0,2021-08-23,"#N/A","#N/A",Omitted,"#N/A",Feedbug - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
56993b90-2922-44f4-b5ab-ec859a3a8a06,fcac6c72-c753-404f-a9e7-72049eda3704,75000.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Voolia - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
56c68881-a1e2-4c97-8b0a-4f7d6be9f74e,27c461d6-3602-4fb9-9d8d-9b8e0949e3d8,18050.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Topdrive - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
56c8501c-35a4-4f27-8224-808fd140fb89,ebf0aab4-fdf0-4107-acb4-8b6c2830e135,18050.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Tagtune - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
5703f49a-797b-4db9-818a-d93a356ff87f,bf1d2fc4-e235-438d-8ce8-c271294d4c93,32395.00000002,2022-01-06,"#N/A","#N/A",Closed,"#N/A",Dabfeed - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
580d2392-3c10-446f-835e-9dca9fda4cbc,27ce901e-eb8c-47f0-b68f-c6037b9fef6c,81083.0,2022-08-07,"#N/A","#N/A",Pipeline,"#N/A",Camimbo - Initial Sale,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
58226259-e6f4-452c-a8e6-bc517777bca7,204dbd73-cca0-4547-a5e6-658d99b1cc7e,74395.0,2022-07-05,"#N/A","#N/A",Pipeline,"#N/A",Jaxworks - Initial Sale,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
583e3d9e-5f45-4e0c-acf6-38a3a3dd27bb,ae5334f7-fcc7-443f-9288-32ee9d02c75b,34249.0,2022-04-08,"#N/A","#N/A",Closed,"#N/A",Camimbo - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
585b0880-6dcb-4aec-adb3-fa12ae36220f,47433368-1503-499f-ad23-2782c1e01c18,32395.00000002,2022-03-06,"#N/A","#N/A",Closed,"#N/A",Yozio - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
589715d7-08d7-4385-bd39-bf6322d1ca1e,b69b73ec-1a29-4b4b-9ccf-0ae2cb72723e,32395.00000002,2022-01-06,"#N/A","#N/A",Closed,"#N/A",Avaveo - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
58d2052d-9d65-4715-98eb-84296f961089,4c77cd8f-7843-4a58-b479-1d50c4a12e5a,72395.0,2022-08-19,"#N/A","#N/A",Pipeline,"#N/A",Browsedrive - Initial Sale,"#N/A","#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
58e667fc-a28c-46a7-a531-6c8e3e1795b0,7065666f-a0d2-490c-ac9c-0582b47dc4d9,72395.0,2022-03-14,"#N/A","#N/A",Pipeline,"#N/A",Vitz - Initial Sale,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
590d4f81-5695-4743-91bf-bfe2fe9ebb06,204dbd73-cca0-4547-a5e6-658d99b1cc7e,18350.0,2022-07-13,"#N/A","#N/A",Pipeline,"#N/A",Jaxworks - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
594ead21-6d64-40af-91d5-a72494b372cf,00a6e445-c314-426a-886c-89373dcf3f0d,72395.0,2021-08-23,"#N/A","#N/A",Omitted,"#N/A",Zoomcast - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
